Game File,Game Date,Pitching Team,Hitting Team,Pitcher,Batter,Inning,Plate Appearance,Play,Play Type,Outs,New BaseOut State,Pitch Sequence,Batter Handedness,Pitcher Handedness,Runs Scored On Play,Runs Charged To,Game Location (Hitting),Game Location (Pitching),Previous BaseOut State,Next Outs,Outs on Play,All Counts,Inning Number,Grouped Play Type
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Deppiesse,Brooke",T1,1,"Deppiesse,Brooke grounded out to third base, 3b to 1b (1-1 FB).",G53,0,___,FBP,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '0-1', '1-1']",1,Out
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Lyons,Camryn",T1,2,"Lyons,Camryn grounded out to second base, 2b to 1b (3-2 BFBBK).",G43,1,___,BFBBKP,L,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2']",1,Out
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Coyle,Megan",T1,3,"Coyle,Megan popped up to short (2-1 SBB).",P6,2,___,SBBP,R,R,0,[],Away,Home,___,3.0,1.0,"['0-0', '0-1', '1-1', '2-1']",1,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey",Matti Benson,B1,4,"Benson,Matti struck out swinging (2-2 KFBBK).",K,0,___,KFBBK,L,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",1,Strikeout
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Woods,Sammi",B1,5,"Woods,Sammi struck out swinging (2-2 KBFBFS).",K,1,___,KBFBFS,R,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2']",1,Strikeout
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Penta,Mariah",B1,6,"Penta,Mariah struck out swinging (0-2 KSFS).",K,2,___,KSFS,R,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '0-1', '0-2']",1,Strikeout
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Doherty,Kylie",T2,7,"Doherty,Kylie struck out swinging (0-2 SKS).",K,0,___,SKS,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '0-1', '0-2']",2,Strikeout
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Stanley,MaryCatheri",T2,8,"Stanley,MaryCatheri struck out swinging (2-2 FBKBFS).",K,1,___,FBKBFS,R,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2']",2,Strikeout
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Naivar,Sophie",T2,9,"Naivar,Sophie flied out to left center putout by lf (0-0).",F7,2,___,P,L,R,0,[],Away,Home,___,3.0,1.0,['0-0'],2,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey",Zayda Rocke,B2,10,"Rocke,Zayda struck out swinging (2-2 SBFBFFS).",K,0,___,SBFBFFS,R,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '1-1', '1-2', '2-2']",2,Strikeout
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Murphy,Bailey",B2,11,"Murphy,Bailey flied out to lf (0-0).",F7,1,___,P,L,R,0,[],Home,Away,___,2.0,1.0,['0-0'],2,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Ullman,Bailey",B2,12,"Ullman,Bailey struck out looking (3-2 FBBBKK).",K,2,___,FBBBKK,L,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2']",2,Strikeout
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Apalit,Kyomi",T3,13,"Apalit,Kyomi walked (3-1 BBBKB).",BB,0,1__,BBBKB,R,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1']",3,Walk
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Christopher,Livia",T3,14,"Christopher,Livia struck out swinging (3-2 SSBBFFBS).",K,0,___,SSBBFFBS,R,R,0,[],Away,Home,1__,1.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2']",3,Strikeout
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Coupal,Madolyn",T3,15,"Coupal,Madolyn singled up the middle (3-1 BBBK); Apalit,Kyomi advanced to second base.",1B,1,1__,BBBKP,R,R,0,[],Away,Home,___,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1']",3,Single
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Deppiesse,Brooke",T3,16,"Deppiesse,Brooke singled to shallow left field (0-1 F); Apalit,Kyomi advanced to third base; Coupal,Madolyn advanced to second base.",1B,1,1__,FP,R,R,0,[],Away,Home,1__,1.0,0.0,"['0-0', '0-1']",3,Single
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Lyons,Camryn",T3,17,"Lyons,Camryn popped up to shallow left field putout by lf (1-1 BK).",P7,1,___,BKP,L,R,0,[],Away,Home,1__,2.0,1.0,"['0-0', '1-0', '1-1']",3,Out
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Coyle,Megan",T3,18,"Coyle,Megan walked, RBI (3-1 BFBBB); Apalit,Kyomi scored; Coupal,Madolyn advanced to third base; Deppiesse,Brooke advanced to second base.",BB,2,1__,BFBBB,R,R,1,"['Wurst,Aubrey']",Away,Home,___,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1']",3,Walk
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Doherty,Kylie",T3,19,"Doherty,Kylie struck out swinging (2-2 BFBFS).",K,2,___,BFBFS,R,R,0,[],Away,Home,1__,3.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2']",3,Strikeout
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Wilson,Gracie",B3,20,"Wilson,Gracie struck out looking (1-2 BKFK).",K,0,___,BKFK,R,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '1-0', '1-1', '1-2']",3,Strikeout
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Fox,Caroline",B3,21,"Fox,Caroline struck out swinging (0-2 KSFS).",K,1,___,KSFS,L,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '0-1', '0-2']",3,Strikeout
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Cornwell,Caitlyn",B3,22,"Cornwell,Caitlyn struck out swinging (2-2 FSFBBFFFS).",K,2,___,FSFBBFFFS,L,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",3,Strikeout
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Stanley,MaryCatheri",T4,23,"Stanley,MaryCatheri flied out to lf (2-2 BKBF).",F7,0,___,BKBFP,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2']",4,Out
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Naivar,Sophie",T4,24,"Naivar,Sophie flied out to left center putout by cf (1-0 B).",F8,1,___,BP,L,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '1-0']",4,Out
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Apalit,Kyomi",T4,25,"Apalit,Kyomi flied out to left center putout by cf (2-0 BB).",F8,2,___,BBP,R,R,0,[],Away,Home,___,3.0,1.0,"['0-0', '1-0', '2-0']",4,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey",Matti Benson,B4,26,"Benson,Matti flied out to lf (3-2 FBBBK).",F7,0,___,FBBBNKP,L,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2']",4,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Woods,Sammi",B4,27,"Woods,Sammi flied out to rf (2-0 BB).",F9,1,___,BBP,R,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '1-0', '2-0']",4,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Penta,Mariah",B4,28,"Penta,Mariah reached on a fielding error fielding by 3b by Apalit,Kyomi (E5) (1-2 FFB).",E5,2,1__,FFBP,R,R,0,[],Home,Away,___,2.0,0.0,"['0-0', '0-1', '0-2', '1-2']",4,Reached on Error
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey",Zayda Rocke,B4,29,"Rocke,Zayda struck out swinging (2-2 BFBFFFS).",K,2,___,BFBFNFFS,R,R,0,[],Home,Away,1__,3.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2']",4,Strikeout
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Michel,Addison",T5,31,"Michel,Addison singled to shallow left field (1-1 BK).",1B,0,1__,BKP,L,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '1-0', '1-1']",5,Single
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Coupal,Madolyn",T5,32,"Coupal,Madolyn sacrifice bunt to the infield, p to 2b (1-1 KB); Michel,Addison advanced to second base.",SH14,0,___,KBP,R,R,0,[],Away,Home,1__,1.0,1.0,"['0-0', '0-1', '1-1']",5,Sacrifice Hit
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Deppiesse,Brooke",T5,33,"Deppiesse,Brooke flied out to deep center field putout by cf (0-0); Michel,Addison advanced to third base.",F8,1,___,P,R,R,0,[],Away,Home,___,2.0,1.0,['0-0'],5,Out
645386.xml,02/06/2026,MARYLAND,BU,"Wurst,Aubrey","Lyons,Camryn",T5,34,"Lyons,Camryn flied out to right center putout by cf (1-0 B).",F8,2,___,BP,L,R,0,[],Away,Home,___,3.0,1.0,"['0-0', '1-0']",5,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Murphy,Bailey",B5,36,"Murphy,Bailey infield singled to second base (0-0).",1B,0,1__,P,L,R,0,[],Home,Away,___,0.0,0.0,['0-0'],5,Single
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Ullman,Bailey",B5,37,"Ullman,Bailey struck out swinging (2-2 KSBBS).",K,0,___,KSBBS,L,R,0,[],Home,Away,1__,1.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",5,Strikeout
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Wilson,Gracie",B5,38,"Wilson,Gracie walked (3-1 BBBKB); Murphy,Bailey advanced to second base.",BB,1,1__,BBBKB,R,R,0,[],Home,Away,___,1.0,0.0,"['0-0', '1-0', '2-0', '3-0', '3-1']",5,Walk
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Fox,Caroline",B5,40,"Fox,Caroline fouled out in third base side foul territory putout by lf (1-2 BSF).",FF7,1,___,BSFP,L,R,0,[],Home,Away,1__,2.0,1.0,"['0-0', '1-0', '1-1', '1-2']",5,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Cornwell,Caitlyn",B5,41,"Cornwell,Caitlyn fouled out to lf (2-2 BSFB).",FF7,2,___,BSFBP,L,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2']",5,Out
645386.xml,02/06/2026,MARYLAND,BU,Keira Bucher,"Coyle,Megan",T6,44,"Coyle,Megan grounded out to second base, 2b to 1b (2-2 BBKKFF).",G43,0,___,BBKKFFP,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2']",6,Out
645386.xml,02/06/2026,MARYLAND,BU,Keira Bucher,"Doherty,Kylie",T6,45,"Doherty,Kylie grounded out to short, ss to 1b (0-0).",G63,1,___,P,R,R,0,[],Away,Home,___,2.0,1.0,['0-0'],6,Out
645386.xml,02/06/2026,MARYLAND,BU,Keira Bucher,"Edwards,Cara",T6,47,"Edwards,Cara struck out swinging, dropped third strike out at first c to 1b (3-2 BSBBFFFS).",K,2,___,BSBBFFFS,R,R,0,[],Away,Home,___,3.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2']",6,Strikeout
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey",Matti Benson,B6,49,"Benson,Matti fouled out in third base side foul territory putout by lf (0-2 KF).",FF7,0,___,KFP,L,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '0-2']",6,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Woods,Sammi",B6,50,"Woods,Sammi struck out looking (3-2 BKKBBK).",K,1,___,BKKBBK,R,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2']",6,Strikeout
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Penta,Mariah",B6,51,"Penta,Mariah struck out swinging (0-2 FFS).",K,2,___,FFS,R,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '0-1', '0-2']",6,Strikeout
645386.xml,02/06/2026,MARYLAND,BU,Keira Bucher,"Naivar,Sophie",T7,52,"Naivar,Sophie walked (3-2 FBBBSFFB).",BB,0,1__,FBBBSFFB,L,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2']",7,Walk
645386.xml,02/06/2026,MARYLAND,BU,Keira Bucher,"Apalit,Kyomi",T7,53,"Apalit,Kyomi singled down the right field line (1-2 KFBFFFF); Naivar,Sophie advanced to second base.",1B,0,1__,KFBFFFFP,R,R,0,[],Away,Home,1__,0.0,0.0,"['0-0', '0-1', '0-2', '1-2']",7,Single
645386.xml,02/06/2026,MARYLAND,BU,Keira Bucher,"Christopher,Livia",T7,54,"Apalit,Kyomi advanced to second base on a passed ball; Naivar,Sophie advanced to third base on a passed ball.",,0,___,N/A,,R,0,[],Away,Home,1__,0.0,0.0,['Unknown'],7,N/A
645386.xml,02/06/2026,MARYLAND,BU,Keira Bucher,"Christopher,Livia",T7,55,"Christopher,Livia struck out swinging (1-2 SKBS).",K,0,___,SKBS,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '0-1', '0-2', '1-2']",7,Strikeout
645386.xml,02/06/2026,MARYLAND,BU,Keira Bucher,"Coupal,Madolyn",T7,56,"Coupal,Madolyn grounded out to third base, 3b to 1b (1-2 BKF).",G53,1,___,BKFP,R,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '1-0', '1-1', '1-2']",7,Out
645386.xml,02/06/2026,MARYLAND,BU,Keira Bucher,"Deppiesse,Brooke",T7,57,"Deppiesse,Brooke infield singled to third base, RBI (0-0); Naivar,Sophie scored; Apalit,Kyomi advanced to third base.",1B,2,1__,P,R,R,1,"['Bucher,Keira']",Away,Home,___,2.0,0.0,['0-0'],7,Single
645386.xml,02/06/2026,MARYLAND,BU,Keira Bucher,"Lyons,Camryn",T7,58,"Deppiesse,Brooke out at second base, c to 2b to 1b, picked off; Apalit,Kyomi scored.",,2,___,B,,R,1,"['Bucher,Keira']",Away,Home,1__,3.0,1.0,['0-0'],7,N/A
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey",Zayda Rocke,B7,59,"Rocke,Zayda fouled out in third base side foul territory putout by 3b (0-0).",FF5,0,___,P,R,R,0,[],Home,Away,___,1.0,1.0,['0-0'],7,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Murphy,Bailey",B7,60,"Murphy,Bailey grounded out to second base, 2b to 1b (0-0).",G43,1,___,P,L,R,0,[],Home,Away,___,2.0,1.0,['0-0'],7,Out
645386.xml,02/06/2026,BU,MARYLAND,"Ricard,Kasey","Ullman,Bailey",B7,61,"Ullman,Bailey struck out swinging (1-2 FBSS).",K,2,___,FBSS,L,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '0-1', '1-1', '1-2']",7,Strikeout
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Cornwell,Caitlyn",T1,1,"Cornwell,Caitlyn popped up to third base (1-2 KFB).",P5,0,___,KFBP,L,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '0-1', '0-2', '1-2']",1,Out
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve",Matti Benson,T1,2,"Benson,Matti hit by pitch (3-2 BSBFFB).",HBP,1,1__,BSBFFB,L,R,0,[],Away,Home,___,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2']",1,Out
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Woods,Sammi",T1,3,"Woods,Sammi singled to shallow left field (2-2 KFBB); Benson,Matti advanced to second base.",1B,1,1__,KFBBP,R,R,0,[],Away,Home,1__,1.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",1,Single
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve",Zayda Rocke,T1,4,"Rocke,Zayda doubled to deep left field, RBI (3-2 BKBFB); Benson,Matti scored from second base; Woods,Sammi advanced from first base to third base.",2B,1,_2_,BKBFBP,R,R,1,"['Longsdorf,Genevieve']",Away,Home,1__,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2']",1,Double
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Murphy,Bailey",T1,5,"Rocke,Zayda advanced to third base on a wild pitch; Woods,Sammi scored on a wild pitch.",,1,___,N/A,,R,1,"['Longsdorf,Genevieve']",Away,Home,_2_,1.0,0.0,['Unknown'],1,N/A
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Murphy,Bailey",T1,6,"Murphy,Bailey flew into double play to lf (1-2 FFB); Rocke,Zayda out at HP on the play, lf to c, in a double play.",FDP7,1,___,NFFBP,L,R,0,[],Away,Home,___,3.0,2.0,"['0-0', '0-1', '0-2', '1-2']",1,Out
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","vonKolen,Tabitha",B1,7,"vonKolen,Tabitha walked (3-0 BBBB).",BB,0,1__,BBBB,L,R,0,[],Home,Away,___,0.0,0.0,"['0-0', '1-0', '2-0', '3-0']",1,Walk
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Gorman,Emily",B1,8,"Gorman,Emily singled to shallow left field (2-1 BKB); vonKolen,Tabitha advanced to second base.",1B,0,1__,BKBP,R,R,0,[],Home,Away,1__,0.0,0.0,"['0-0', '1-0', '1-1', '2-1']",1,Single
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Delaney,Brianna",B1,9,"Gorman,Emily advanced to second base on a passed ball; vonKolen,Tabitha advanced to third base on a passed ball.",,0,___,N/A,,R,0,[],Home,Away,1__,0.0,0.0,['Unknown'],1,N/A
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Delaney,Brianna",B1,10,"Delaney,Brianna walked (3-2 KBSBBFFB).",BB,0,1__,KBSBBFFB,R,R,0,[],Home,Away,___,0.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2']",1,Walk
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Allen,Nicole",B1,11,"Allen,Nicole reached on a fielder's choice hit to third base (1-1 BK); vonKolen,Tabitha out at home, 3b to c; Gorman,Emily advanced to third base; Delaney,Brianna advanced to second base.",FC,0,1__,BNKP,L,R,0,[],Home,Away,1__,1.0,1.0,"['0-0', '1-0', '1-1']",1,Fielders Choice
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Nagel,Abbey",B1,12,"Nagel,Abbey sacrifice fly to lf, RBI (2-2 FKBBFF); Gorman,Emily scored; Delaney,Brianna advanced to third base; Allen,Nicole advanced to second base.",SF7,1,___,FKBBFFP,L,R,1,"['Wiegand,Elisea']",Home,Away,1__,2.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",1,Sacrifice Fly
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Terwilliger,Reagan",B1,13,"Terwilliger,Reagan reached on an error by Benson,Matti (E5) (3-2 BFFBB); Delaney,Brianna scored, unearned; Allen,Nicole advanced to third base.",E5,2,1__,BFFBBP,L,R,1,"['Wiegand,Elisea']",Home,Away,___,2.0,0.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2']",1,Reached on Error
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Smithson,Isabella",B1,14,"Terwilliger,Reagan advanced to second base on a wild pitch; Allen,Nicole scored on a wild pitch, unearned.",,2,___,N/A,,R,1,"['Wiegand,Elisea']",Home,Away,1__,2.0,0.0,['Unknown'],1,N/A
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Smithson,Isabella",B1,15,"Terwilliger,Reagan advanced to third base on a throwing error by Rocke,Zayda (E2).",,2,___,N/A,,R,0,[],Home,Away,___,2.0,0.0,['Unknown'],1,N/A
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Lauck,Lily",B1,16,"Lauck,Lily walked (3-1 KBBBB).",BB,2,1__,KBBBB,L,R,0,[],Home,Away,___,2.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1']",1,Walk
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Ellis,Delaney",B1,17,"Ellis,Delaney grounded out to third base, 3b to 1b (1-2 BKFF).",G53,2,___,BKFFP,R,R,0,[],Home,Away,1__,3.0,1.0,"['0-0', '1-0', '1-1', '1-2']",1,Out
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Penta,Mariah",T2,18,"Penta,Mariah popped up to second base (0-0).",P4,0,___,P,R,R,0,[],Away,Home,___,1.0,1.0,['0-0'],2,Out
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Wilson,Gracie",T2,19,"Wilson,Gracie flied out to rf (0-1 K).",F9,1,___,KP,R,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '0-1']",2,Out
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Turner,Logan",T2,20,"Turner,Logan walked (3-0 BBBB).",BB,2,1__,BBBB,R,R,0,[],Away,Home,___,2.0,0.0,"['0-0', '1-0', '2-0', '3-0']",2,Walk
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Fox,Caroline",T2,21,"Fox,Caroline doubled to right field (1-0 B); Turner,Logan advanced from first base to third base.",2B,2,_2_,BP,L,R,0,[],Away,Home,1__,2.0,0.0,"['0-0', '1-0']",2,Double
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Cornwell,Caitlyn",T2,22,"Cornwell,Caitlyn reached on a fielding error fielding by p by Longsdorf,Genevieve (E1) (0-0).",E1,2,1__,P,L,R,0,[],Away,Home,_2_,2.0,0.0,['0-0'],2,Reached on Error
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve",Matti Benson,T2,23,"Benson,Matti popped up to rf (0-1 F).",P9,2,___,FP,L,R,0,[],Away,Home,1__,3.0,1.0,"['0-0', '0-1']",2,Out
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Thelen,Ava",B2,24,"Thelen,Ava struck out swinging (0-2 KKS).",K,0,___,KKS,R,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '0-2']",2,Strikeout
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","vonKolen,Tabitha",B2,25,"vonKolen,Tabitha grounded out to short, ss to 1b (0-2 KK).",G63,1,___,KKP,L,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '0-1', '0-2']",2,Out
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Gorman,Emily",B2,26,"Gorman,Emily infield singled to second base (1-2 BFF).",1B,2,1__,BFFP,R,R,0,[],Home,Away,___,2.0,0.0,"['0-0', '1-0', '1-1', '1-2']",2,Single
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Delaney,Brianna",B2,27,"Gorman,Emily stole second base.",,2,___,N/A,,R,0,[],Home,Away,1__,2.0,0.0,['Unknown'],2,N/A
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Delaney,Brianna",B2,28,"Delaney,Brianna popped up to shallow right field putout by 2b (1-2 KBFF).",P4,2,___,KBFFP,R,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '0-1', '1-1', '1-2']",2,Out
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Woods,Sammi",T3,29,"Woods,Sammi grounded out to short, ss to 1b (0-0).",G63,0,___,P,R,R,0,[],Away,Home,___,1.0,1.0,['0-0'],3,Out
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve",Zayda Rocke,T3,30,"Rocke,Zayda popped up to shallow center field putout by cf (1-1 FB).",P8,1,___,FBP,R,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '0-1', '1-1']",3,Out
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Murphy,Bailey",T3,31,"Murphy,Bailey hit by pitch (2-1 KBB).",HBP,2,1__,KBB,L,R,0,[],Away,Home,___,2.0,0.0,"['0-0', '0-1', '1-1']",3,Out
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Penta,Mariah",T3,32,"Penta,Mariah flied out to right center putout by cf (1-0 B).",F8,2,___,BP,R,R,0,[],Away,Home,1__,3.0,1.0,"['0-0', '1-0']",3,Out
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Allen,Nicole",B3,33,"Allen,Nicole reached on a fielding error fielding by cf by Cornwell,Caitlyn (E8) (0-0); Allen,Nicole out at second base, cf to 2b to 1b, runner out trying to reach.",E8,0,1__,P,L,R,0,[],Home,Away,___,1.0,1.0,['0-0'],3,Reached on Error
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Nagel,Abbey",B3,34,"Nagel,Abbey singled up the middle (0-1 F).",1B,1,1__,FP,L,R,0,[],Home,Away,1__,1.0,0.0,"['0-0', '0-1']",3,Single
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Terwilliger,Reagan",B3,35,"Terwilliger,Reagan flied out to lf (0-0).",F7,1,___,P,L,R,0,[],Home,Away,1__,2.0,1.0,['0-0'],3,Out
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Lauck,Lily",B3,36,"Lauck,Lily singled up the middle (2-2 FFBB); Nagel,Abbey advanced to second base.",1B,2,1__,FFBBP,L,R,0,[],Home,Away,___,2.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",3,Single
645387.xml,02/06/2026,MARYLAND,BUFF,"Wiegand,Elisea","Ellis,Delaney",B3,37,"Ellis,Delaney struck out swinging (1-2 KBSS).",K,2,___,KBSS,R,R,0,[],Home,Away,1__,3.0,1.0,"['0-0', '0-1', '1-1', '1-2']",3,Strikeout
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Wilson,Gracie",T4,38,"Wilson,Gracie fouled out to first base (0-0).",FF3,0,___,P,R,R,0,[],Away,Home,___,0.0,0.0,['0-0'],4,Out
645387.xml,02/06/2026,BUFF,MARYLAND,"Longsdorf,Genevieve","Turner,Logan",T4,39,"Turner,Logan grounded out to the pitcher, p to 1b (2-1 BKB).",G13,0,___,BKBP,R,R,0,[],Away,Home,___,2.0,2.0,"['0-0', '1-0', '1-1', '2-1']",4,Out
