Game File,Game Date,Pitching Team,Hitting Team,Pitcher,Batter,Inning,Plate Appearance,Play,Play Type,Outs,New BaseOut State,Pitch Sequence,Batter Handedness,Pitcher Handedness,Runs Scored On Play,Runs Charged To,Game Location (Hitting),Game Location (Pitching),Previous BaseOut State,Next Outs,Outs on Play,All Counts,Inning Number,Grouped Play Type
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,S. Woods,B3,24,S. Woods grounded out to p.,13,2,1__,KFBFP,R,L,0,[],Home,Away,1__,3.0,1.0,"['0-0', '0-1', '0-2', '1-2']",3,Out
639296.xml,3/1/2026,MARYLAND,UMBC,E. Wiegand,A. Lundy,T4,25,A. Lundy grounded out to 3b.,53,0,___,BBFFP,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2']",4,Out
639296.xml,3/1/2026,MARYLAND,UMBC,E. Wiegand,A. Frisvold,T4,26,A. Frisvold popped up to ss.,P6,1,___,BFP,R,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '1-0', '1-1']",4,Out
639296.xml,3/1/2026,MARYLAND,UMBC,E. Wiegand,E. Riggs,T4,27,E. Riggs lined out to rf.,L9,2,___,KP,R,R,0,[],Away,Home,___,3.0,1.0,"['0-0', '0-1']",4,Out
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,A. McGowan,B4,28,"A. McGowan homered to center field, RBI.",HR 8 RBI1,0,___,KSBBFBFP,R,L,1,['J. Koontz'],Home,Away,___,0.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2']",4,Home Run
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,M. Penta,B4,29,M. Penta singled up the middle.,1B MI,0,1__,FBP,R,L,0,[],Home,Away,___,0.0,0.0,"['0-0', '0-1', '1-1']",4,Single
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,Z. Rocke,B4,31,"Z. Rocke grounded out to p, SAC, bunt; G. Solarz advanced to second.",13 SAC BU,0,_2_,BP,R,L,0,[],Home,Away,1__,1.0,1.0,"['0-0', '1-0']",4,Out
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,M. Benson,B4,34,M. Benson walked.,BB,1,12_,FBBBB,L,L,0,[],Home,Away,_2_,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '3-1']",4,Walk
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,B. Murphy,B4,35,B. Murphy lined out to ss.,L6,1,12_,BBKP,L,L,0,[],Home,Away,12_,2.0,1.0,"['0-0', '1-0', '2-0', '2-1']",4,Out
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,G. Wilson,B4,36,"G. Wilson tripled down the rf line, RBI; M. Benson scored.",3B RL RBI1,2,_23,BKP,R,L,1,['J. Koontz'],Home,Away,12_,2.0,0.0,"['0-0', '1-0', '1-1']",4,Triple
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,C. Fox,B4,37,C. Fox grounded out to ss.,63,2,_23,FP,L,L,0,[],Home,Away,_23,3.0,1.0,"['0-0', '0-1']",4,Out
639296.xml,3/1/2026,MARYLAND,UMBC,E. Wiegand,A. Carroll,T5,39,A. Carroll singled to shortstop.,1B 6,0,1__,BKP,R,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '1-0', '1-1']",5,Single
639296.xml,3/1/2026,MARYLAND,UMBC,E. Wiegand,M. Frisvold,T5,40,M. Frisvold grounded out to p; A. Carroll advanced to second.,13,0,_2_,BKP,R,R,0,[],Away,Home,1__,1.0,1.0,"['0-0', '1-0', '1-1']",5,Out
639296.xml,3/1/2026,MARYLAND,UMBC,E. Wiegand,E. Squaires,T5,41,E. Squaires lined out to 3b.,L5,1,_2_,KFP,L,R,0,[],Away,Home,_2_,2.0,1.0,"['0-0', '0-1', '0-2']",5,Out
639296.xml,3/1/2026,MARYLAND,UMBC,E. Wiegand,S. Anderson,T5,42,S. Anderson popped up to ss.,P6,2,_2_,KP,R,R,0,[],Away,Home,_2_,3.0,1.0,"['0-0', '0-1']",5,Out
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,C. Cornwell,B5,43,C. Cornwell out on batter's interference.,BI,0,___,FFBP,L,L,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '0-2', '1-2']",5,Out
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,S. Woods,B5,44,S. Woods singled to left field.,1B 7,1,1__,KBBKFBP,R,L,0,[],Home,Away,___,1.0,0.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2']",5,Single
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,A. McGowan,B5,45,A. McGowan walked; S. Woods advanced to second.,BB,1,12_,BBKBB,R,L,0,[],Home,Away,1__,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1']",5,Walk
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,M. Penta,B5,47,M. Penta reached on a fielder's choice; J. Williams out at second ss to 2b; S. Woods advanced to third.,FC,1,1_3,SSP,R,L,0,[],Home,Away,12_,2.0,1.0,"['0-0', '0-1', '0-2']",5,Fielders Choice
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,Z. Rocke,B5,48,Z. Rocke grounded out to 2b.,43,2,1_3,SKFFP,R,L,0,[],Home,Away,1_3,3.0,1.0,"['0-0', '0-1', '0-2']",5,Out
639296.xml,3/1/2026,MARYLAND,UMBC,E. Wiegand,C. Thrush,T6,49,C. Thrush grounded out to 3b.,53,0,___,P,L,R,0,[],Away,Home,___,1.0,1.0,['0-0'],6,Out
639296.xml,3/1/2026,MARYLAND,UMBC,E. Wiegand,K. Nicholson,T6,50,K. Nicholson lined out to lf.,L7,1,___,SKP,R,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '0-1', '0-2']",6,Out
639296.xml,3/1/2026,MARYLAND,UMBC,E. Wiegand,A. Lundy,T6,51,A. Lundy struck out looking.,KL,2,___,SBFK,R,R,0,[],Away,Home,___,3.0,1.0,"['0-0', '0-1', '1-1', '1-2']",6,Strikeout
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,M. Benson,B6,52,M. Benson singled through the right side.,1B RS,0,1__,KP,L,L,0,[],Home,Away,___,0.0,0.0,"['0-0', '0-1']",6,Single
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,B. Murphy,B6,54,"B. Murphy grounded out to 3b, SAC, bunt; M. Benson advanced to third.",53 SAC BU,0,1_3,SP,L,L,0,[],Home,Away,1__,1.0,1.0,"['0-0', '0-1']",6,Out
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,G. Wilson,B6,55,"G. Wilson singled to third base, RBI; M. Benson scored.",1B 5 RBI1,1,1__,P,R,L,1,['J. Koontz'],Home,Away,1_3,1.0,0.0,['0-0'],6,Single
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,C. Fox,B6,56,C. Fox walked; G. Wilson advanced to second.,BB,1,12_,BBFBB,L,L,0,[],Home,Away,1__,1.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1']",6,Walk
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,C. Cornwell,B6,57,"C. Cornwell singled to left field, advanced to second on a fielding error by lf; C. Fox advanced to third; G. Wilson scored.",1B 7 E7F,1,_23,FP,L,L,1,['J. Koontz'],Home,Away,12_,1.0,0.0,"['0-0', '0-1']",6,Single
639296.xml,3/1/2026,UMBC,MARYLAND,J. Koontz,S. Woods,B6,58,S. Woods hit by pitch.,HP,1,123,BH,R,L,0,[],Home,Away,_23,1.0,0.0,"['0-0', '1-0']",6,Hit By Pitch
639296.xml,3/1/2026,UMBC,MARYLAND,B. Nunn,A. McGowan,B6,61,"A. McGowan hit by pitch, RBI; S. Woods advanced to second; C. Cornwell advanced to third; C. Fox scored.",HP RBI1,1,123,KH,R,R,1,['J. Koontz'],Home,Away,123,1.0,0.0,"['0-0', '0-1']",6,Hit By Pitch
639296.xml,3/1/2026,UMBC,MARYLAND,B. Nunn,M. Penta,B6,63,"M. Penta singled to left field, 2 RBI; L. Caye advanced to second; S. Woods scored; C. Cornwell scored.",1B 7 RBI2,1,12_,BKKP,R,R,2,"['J. Koontz', 'J. Koontz']",Home,Away,123,1.0,0.0,"['0-0', '1-0', '1-1', '1-2']",6,Single
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Rohwer, S",T1,1,"Rohwer, S flied out to cf (3-2 BBBKF).",F8,0,___,BBBKFP,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2']",1,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Hwang, R",T1,2,"Hwang, R struck out swinging (3-2 BKBBFS).",KS,1,___,BKBBFS,R,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2']",1,Strikeout
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Hoekstra, K",T1,3,"Hoekstra, K struck out looking (2-2 KBBFK).",KL,2,___,KBBFK,R,R,0,[],Away,Home,___,3.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2']",1,Strikeout
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Caitlyn Cornwell,B1,4,Caitlyn Cornwell grounded out to p (0-1 K).,13,0,___,KP,L,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1']",1,Out
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Sammi Woods,B1,5,Sammi Woods grounded out to p (3-2 KBBFBFFF).,13,1,___,KBBFBFFFP,R,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2']",1,Out
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Anna McGowan,B1,6,Anna McGowan grounded out to ss (1-0 B).,63,2,___,BP,R,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '1-0']",1,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Mitchell, M",T2,7,"Mitchell, M singled up the middle (3-2 BKBBF).",1B MI,0,1__,BKBBFP,R,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2']",2,Single
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Hoekstra, K",T2,8,"Hoekstra, S lined out to 3b, bunt (0-0).",L5 BU,0,1__,P,L,R,0,[],Away,Home,1__,1.0,1.0,['0-0'],2,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Burtis, B",T2,9,"Burtis, B flied out to rf (1-2 KKBFFF).",F9,1,1__,KKBFFFP,R,R,0,[],Away,Home,1__,2.0,1.0,"['0-0', '0-1', '0-2', '1-2']",2,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Coleman, M",T2,10,"Coleman, M lined out to lf (2-2 SKFBFFB).",L7,2,1__,SKFBFFBP,R,R,0,[],Away,Home,1__,3.0,1.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",2,Out
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Mariah Penta,B2,11,Mariah Penta struck out swinging (1-2 BKFS).,KS,0,___,BKFS,R,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '1-0', '1-1', '1-2']",2,Strikeout
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Zayda Rocke,B2,12,Zayda Rocke lined out to cf (2-2 BBKS).,L8,1,___,BBKSP,R,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2']",2,Out
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Matti Benson,B2,13,Matti Benson grounded out to 2b (1-2 KKB).,43,2,___,KKBP,L,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '0-1', '0-2', '1-2']",2,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Osborne, A",T3,14,"Osborne, A walked (3-2 BBFKBB).",BB,0,1__,BBFKBB,R,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2']",3,Walk
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,Schuettler,T3,15,Schuettler flied out to cf (1-0 B).,F8,0,1__,BP,R,R,0,[],Away,Home,1__,1.0,1.0,"['0-0', '1-0']",3,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Rohwer, S",T3,16,"Rohwer, S grounded into double play ss to 2b to 1b (0-0); Osborne, A out on the play.",643 GDP,1,___,P,R,R,0,[],Away,Home,1__,3.0,2.0,['0-0'],3,Out
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Bailey Murphy,B3,17,Bailey Murphy walked (3-0 BBBB).,BB,0,1__,BBBB,L,R,0,[],Home,Away,___,0.0,0.0,"['0-0', '1-0', '2-0', '3-0']",3,Walk
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Gracie Wilson,B3,18,Gracie Wilson hit by pitch (1-1 SH); Bailey Murphy advanced to second.,HP,0,12_,SH,R,R,0,[],Home,Away,1__,0.0,0.0,"['0-0', '0-1']",3,Hit By Pitch
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Caroline Fox,B3,19,Caroline Fox reached on a fielder's choice (1-0 B); Gracie Wilson advanced to second; Bailey Murphy out at third 3b to ss.,FC,0,12_,BP,L,R,0,[],Home,Away,12_,1.0,1.0,"['0-0', '1-0']",3,Fielders Choice
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Caitlyn Cornwell,B3,20,Caitlyn Cornwell struck out swinging (1-2 SFBS).,KS,1,12_,SFBS,L,R,0,[],Home,Away,12_,2.0,1.0,"['0-0', '0-1', '0-2', '1-2']",3,Strikeout
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Sammi Woods,B3,21,"Sammi Woods singled to right field, RBI, advanced to second on the throw (1-2 BKK); Caroline Fox advanced to third; Gracie Wilson scored.",1B 9 RBI1 +T,2,_23,BKKP,R,R,1,"['Shifflett, B']",Home,Away,12_,2.0,0.0,"['0-0', '1-0', '1-1', '1-2']",3,Single
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Anna McGowan,B3,22,Anna McGowan was intentionally walked (3-0 BBBB).,IBB,2,123,BBBB,R,R,0,[],Home,Away,_23,2.0,0.0,"['0-0', '1-0', '2-0', '3-0']",3,Intentional Walk
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Mariah Penta,B3,23,Mariah Penta struck out swinging (0-2 KFS).,KS,2,123,KFS,R,R,0,[],Home,Away,123,3.0,1.0,"['0-0', '0-1', '0-2']",3,Strikeout
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Hwang, R",T4,24,"Hwang, R hit by pitch (1-1 KH).",HP,0,1__,KH,R,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '0-1']",4,Hit By Pitch
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Hoekstra, K",T4,25,"Hoekstra, K grounded out to 3b, SAC, bunt (1-0 B); Hwang, R advanced to second.",53 SAC BU,0,_2_,BP,R,R,0,[],Away,Home,1__,1.0,1.0,"['0-0', '1-0']",4,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Mitchell, M",T4,27,"Mitchell, M tripled down the rf line, RBI (1-1 BF); Hwang, R scored.",3B RL RBI1,1,_23,BFP,R,R,1,['Elisea Wiegand'],Away,Home,_2_,1.0,0.0,"['0-0', '1-0', '1-1']",4,Triple
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Hoekstra, K",T4,28,"Hoekstra, S hit by pitch (3-2 KBKBH).",HP,1,123,KBKBH,L,R,0,[],Away,Home,_23,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2']",4,Hit By Pitch
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Burtis, B",T4,29,"Burtis, B singled to right center, out at second rf to 3b to ss, RBI (2-2 BBFF); Hoekstra, S advanced to third; Mitchell, M scored.",1B RC 956 RBI1,1,_23,BBFFP,R,R,1,['Elisea Wiegand'],Away,Home,123,2.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2']",4,Single
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Coleman, M",T4,30,"Coleman, M struck out swinging (1-2 KBFF).",KS,2,_23,KBFF,R,R,0,[],Away,Home,_23,3.0,1.0,"['0-0', '0-1', '1-1', '1-2']",4,Strikeout
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Zayda Rocke,B4,31,Zayda Rocke struck out swinging (1-2 KFBF).,KS,0,___,KFBF,R,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '0-2', '1-2']",4,Strikeout
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Matti Benson,B4,32,Matti Benson struck out swinging (1-2 SKBF).,KS,1,___,SKBF,L,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '0-1', '0-2', '1-2']",4,Strikeout
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Bailey Murphy,B4,33,Bailey Murphy singled to shortstop (1-2 SKBF).,1B 6,2,1__,SKBFP,L,R,0,[],Home,Away,___,2.0,0.0,"['0-0', '0-1', '0-2', '1-2']",4,Single
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Gracie Wilson,B4,34,Gracie Wilson reached first on an error by ss (0-0); Bailey Murphy advanced to second.,E6,2,12_,N/A,R,R,0,[],Home,Away,1__,2.0,0.0,['Unknown'],4,Reached on Error
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Caroline Fox,B4,35,Caroline Fox popped up to ss (0-0).,P6,2,12_,N/A,L,R,0,[],Home,Away,12_,3.0,1.0,['Unknown'],4,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Osborne, A",T5,36,"Osborne, A walked (3-2 BFFBFBFB).",BB,0,1__,BFFBFBFB,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2']",5,Walk
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,Schuettler,T5,38,Schuettler fouled out to 1b (3-1 FBBB).,FF3,1,1__,FBBBP,R,R,0,[],Away,Home,1__,2.0,1.0,"['0-0', '0-1', '1-1', '2-1', '3-1']",5,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Elisea Wiegand,"Rohwer, S",T5,39,"Rohwer, S doubled to center field (3-2 BBFBK).",2B 8,2,12_,BBFBKP,R,R,0,[],Away,Home,1__,2.0,0.0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2']",5,Double
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Hwang, R",T5,41,"Hwang, R grounded out to ss (0-0).",63,2,12_,P,R,R,0,[],Away,Home,12_,3.0,1.0,['0-0'],5,Out
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Caitlyn Cornwell,B5,42,Caitlyn Cornwell singled to pitcher (2-2 KBFBFF).,1B 1,0,1__,KBFBFFP,L,R,0,[],Home,Away,___,0.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2']",5,Single
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Sammi Woods,B5,43,"Sammi Woods singled, bunt (1-1 BK); Caitlyn Cornwell advanced to second.",1B BU,0,12_,BKP,R,R,0,[],Home,Away,1__,0.0,0.0,"['0-0', '1-0', '1-1']",5,Single
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Anna McGowan,B5,44,Anna McGowan grounded out to 2b (0-0); Sammi Woods advanced to second; Caitlyn Cornwell advanced to third.,43,0,_23,P,R,R,0,[],Home,Away,12_,1.0,1.0,['0-0'],5,Out
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Mariah Penta,B5,45,"Mariah Penta reached first on a throwing error by p, RBI (0-0); Sammi Woods advanced to third; Caitlyn Cornwell scored.",E1T RBI1,1,1_3,P,R,R,1,"['Shifflett, B']",Home,Away,_23,1.0,0.0,['0-0'],5,Reached on Error
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Shifflett, B",Zayda Rocke,B5,46,"Zayda Rocke doubled to left field, 2 RBI (0-0); Mariah Penta scored, unearned; Sammi Woods scored.",2B 7 RBI2,1,_2_,P,R,R,2,"['Shifflett, B', 'Shifflett, B']",Home,Away,1_3,1.0,0.0,['0-0'],5,Double
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Hoekstra, K",Matti Benson,B5,52,Matti Benson struck out looking (1-2 BKKK).,KL,1,_2_,BKKK,L,R,0,[],Home,Away,_2_,2.0,1.0,"['0-0', '1-0', '1-1', '1-2']",5,Strikeout
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Hoekstra, K",Bailey Murphy,B5,53,Bailey Murphy fouled out to 3b (0-0).,FF5,2,_2_,P,L,R,0,[],Home,Away,_2_,3.0,1.0,['0-0'],5,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Hoekstra, K",T6,55,"Hoekstra, K grounded out to 3b (3-2 BBBKF).",53,0,___,BBBKFP,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2']",6,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Mitchell, M",T6,56,"Mitchell, M struck out looking (0-2 KFK).",KL,1,___,KFK,R,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '0-1', '0-2']",6,Strikeout
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Hoekstra, K",T6,57,"Hoekstra, S walked (3-2 BKBBFB).",BB,2,1__,BKBBFB,L,R,0,[],Away,Home,___,2.0,0.0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2']",6,Walk
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Burtis, B",T6,58,"Burtis, B grounded out to ss (0-2 KKFF).",63,2,1__,KKFFP,R,R,0,[],Away,Home,1__,3.0,1.0,"['0-0', '0-1', '0-2']",6,Out
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Hoekstra, K",Gracie Wilson,B6,59,Gracie Wilson struck out swinging (1-2 BFKS).,KS,0,___,BFKS,R,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '1-0', '1-1', '1-2']",6,Strikeout
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Hoekstra, K",Caroline Fox,B6,60,Caroline Fox struck out looking (2-2 BFBKK).,KL,1,___,BFBKK,L,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2']",6,Strikeout
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Hoekstra, K",Caitlyn Cornwell,B6,61,Caitlyn Cornwell struck out swinging (0-2 SKS).,KS,2,___,SKS,L,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '0-1', '0-2']",6,Strikeout
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Stripling, H",T7,72,"Stripling, H singled to right center (0-2 KK).",1B RC,0,1__,KKP,L,R,0,[],Away,Home,___,0.0,0.0,"['0-0', '0-1', '0-2']",7,Single
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Delhoyo, S",T7,75,"Delhoyo, S singled through the left side (2-2 KSBFBF); Stripling, H advanced to third.",1B LS,0,1_3,KSBFBFP,L,R,0,[],Away,Home,1__,0.0,0.0,"['0-0', '0-1', '0-2', '1-2', '2-2']",7,Single
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Briggs, B",T7,77,"Briggs, B grounded out to p, RBI, SAC, bunt (0-1 F); Delhoyo, S advanced to second; Stripling, H scored.",13 RBI1 SAC BU,0,_2_,FP,R,R,1,['Keira Bucher'],Away,Home,1_3,1.0,1.0,"['0-0', '0-1']",7,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Rohwer, S",T7,78,"Rohwer, S doubled to left center, RBI (3-2 BKBSFFFFB); Delhoyo, S scored.",2B LC RBI1,1,_2_,BKBSFFFFBP,R,R,1,['Keira Bucher'],Away,Home,_2_,1.0,0.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2']",7,Double
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Hwang, R",T7,79,"Hwang, R singled to right center (1-0 B); Rohwer, S advanced to third.",1B RC,1,1_3,BP,R,R,0,[],Away,Home,_2_,1.0,0.0,"['0-0', '1-0']",7,Single
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Fuller, J",T7,80,"Fuller, J singled to second base, advanced to second, RBI (2-2 KBSFFB); Hwang, R advanced to second, advanced to third on a throwing error by 2b; Rohwer, S scored.",1B 4 + RBI1,1,_23,KBSFFBP,R,R,1,['Keira Bucher'],Away,Home,1_3,1.0,0.0,"['0-0', '0-1', '1-1', '1-2', '2-2']",7,Single
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Mitchell, M",T7,81,"Mitchell, M popped up to p (1-2 BKK).",P1,1,_23,BKKP,R,R,0,[],Away,Home,_23,2.0,1.0,"['0-0', '1-0', '1-1', '1-2']",7,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Fuller, J",T7,86,"Fuller, J flied out to cf (0-1 K).",F8,2,_23,KP,R,R,0,[],Away,Home,_23,3.0,1.0,"['0-0', '0-1']",7,Out
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Hoekstra, K",Sammi Woods,B7,92,Sammi Woods struck out swinging (1-2 KBKF).,KS,0,___,KBKF,R,R,0,[],Home,Away,___,1.0,1.0,"['0-0', '0-1', '1-1', '1-2']",7,Strikeout
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Hoekstra, K",Anna McGowan,B7,93,"Anna McGowan homered to center field, RBI (1-0 B).",HR 8 RBI1,1,___,BP,R,R,1,"['Hoekstra, K']",Home,Away,___,1.0,0.0,"['0-0', '1-0']",7,Home Run
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Hoekstra, K",Mariah Penta,B7,94,Mariah Penta popped up to 1b (2-2 BBKK).,P3,1,___,BBKKP,R,R,0,[],Home,Away,___,2.0,1.0,"['0-0', '1-0', '2-0', '2-1', '2-2']",7,Out
639279.xml,3/6/2026,RUTGERS,MARYLAND,"Hoekstra, K",Zayda Rocke,B7,95,Zayda Rocke struck out swinging (1-2 BFKF).,KS,2,___,BFKF,R,R,0,[],Home,Away,___,3.0,1.0,"['0-0', '1-0', '1-1', '1-2']",7,Strikeout
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Burtis, B",T8,96,"Burtis, B flied out to cf (1-1 BK).",F8,0,___,BKP,R,R,0,[],Away,Home,___,1.0,1.0,"['0-0', '1-0', '1-1']",8,Out
639279.xml,3/6/2026,MARYLAND,RUTGERS,Keira Bucher,"Coleman, M",T8,97,"Coleman, M struck out swinging (3-2 BKBSBF).",KS,1,___,BKBSBF,R,R,0,[],Away,Home,___,2.0,1.0,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2']",8,Strikeout
